slug,archetype,confidence,importance,difficulty,module,topic,title,file
helm-vs-kustomize-when-to-use,E,high,,medium,kubernetes,helm,Helm vs Kustomize: When to Use Each (and When to Combine),content/java-backend-intermediate/kubernetes/helm/complete-qa.json
kubernetes-configmaps-secrets-spring-boot,A,medium,,medium,kubernetes,kubernetes-configuration,ConfigMaps and Secrets: Spring Boot Config Management in Kubernetes,content/java-backend-intermediate/kubernetes/kubernetes-configuration/complete-qa.json
kubernetes-namespaces-rbac-multi-team,A,medium,,medium,kubernetes,kubernetes-configuration,Kubernetes Namespaces and RBAC for Multi-Team Environments,content/java-backend-intermediate/kubernetes/kubernetes-configuration/complete-qa.json
deploying-spring-boot-kubernetes-step-by-step,A,medium,,medium,kubernetes,kubernetes-fundamentals,Deploying Spring Boot to Kubernetes: Step-by-Step,content/java-backend-intermediate/kubernetes/kubernetes-fundamentals/complete-qa.json
kubernetes-pod-networking-cross-node,A,medium,,medium,kubernetes,kubernetes-networking,Kubernetes Pod Networking: How Pods Communicate Across Nodes,content/java-backend-intermediate/kubernetes/kubernetes-networking/complete-qa.json
kubernetes-service-types-clusterip-nodeport-loadbalancer-ingress,B,medium,,medium,kubernetes,kubernetes-networking,Kubernetes Service Types: ClusterIP vs NodePort vs LoadBalancer vs Ingress,content/java-backend-intermediate/kubernetes/kubernetes-networking/complete-qa.json
cluster-autoscaler-vs-karpenter-node-scaling,B,medium,,medium,kubernetes,kubernetes-scaling,Cluster Autoscaler vs Karpenter: Node-Level Scaling in Kubernetes,content/java-backend-intermediate/kubernetes/kubernetes-scaling/complete-qa.json
horizontal-pod-autoscaler-spring-boot,A,medium,,medium,kubernetes,kubernetes-scaling,Horizontal Pod Autoscaler (HPA) for Spring Boot Services,content/java-backend-intermediate/kubernetes/kubernetes-scaling/complete-qa.json
keda-event-driven-autoscaling-kafka-sqs,A,medium,,medium,kubernetes,kubernetes-scaling,KEDA: Event-Driven Autoscaling for Kafka Consumers and Queue Workers,content/java-backend-intermediate/kubernetes/kubernetes-scaling/complete-qa.json
vertical-pod-autoscaler-vpa-sizing,A,medium,,medium,kubernetes,kubernetes-scaling,Vertical Pod Autoscaler (VPA): Right-Sizing Pod Resource Requests,content/java-backend-intermediate/kubernetes/kubernetes-scaling/complete-qa.json
kubernetes-persistent-volumes-statefulsets,A,medium,,medium,kubernetes,kubernetes-workloads,StatefulSets and PersistentVolumes for Stateful Java Services,content/java-backend-intermediate/kubernetes/kubernetes-workloads/complete-qa.json
kubernetes-resource-requests-limits-jvm,A,medium,,medium,kubernetes,kubernetes-workloads,Kubernetes Resource Requests and Limits for JVM Apps,content/java-backend-intermediate/kubernetes/kubernetes-workloads/complete-qa.json
kubernetes-rolling-updates-rollbacks,A,medium,,medium,kubernetes,kubernetes-workloads,Kubernetes Rolling Updates and Rollbacks,content/java-backend-intermediate/kubernetes/kubernetes-workloads/complete-qa.json
liveness-readiness-startup-probes-spring-boot,B,medium,,medium,kubernetes,kubernetes-workloads,Kubernetes Probes: Liveness vs Readiness vs Startup for Spring Boot,content/java-backend-intermediate/kubernetes/kubernetes-workloads/complete-qa.json
crashloopbackoff-spring-boot-debugging,D,high,,medium,kubernetes,scenario-based,Debugging `CrashLoopBackOff`: Why Pods Crash and How to Fix Them,content/java-backend-intermediate/kubernetes/scenario-based/complete-qa.json
pod-stuck-in-pending-debugging,D,high,,medium,kubernetes,scenario-based,Debugging `Pending` Pods: Scheduling Failures in Kubernetes,content/java-backend-intermediate/kubernetes/scenario-based/complete-qa.json
automated-rollback-on-slo-regression,A,medium,,hard,cicd,rollback-strategies,Automated Rollback on SLO Regression: Argo Rollouts + Prometheus,content/java-backend-intermediate/cicd/rollback-strategies/complete-qa.json
cicd-secrets-leaked-in-build-logs,D,high,,hard,cicd,scenario-based,"Leaked Secret in CI Logs: Rotate, Audit, Prevent",content/java-backend-intermediate/cicd/scenario-based/complete-qa.json
jenkins-deploy-kubernetes,A,medium,,hard,jenkins,jenkins-pipelines,Deploying to Kubernetes from Jenkins,content/java-backend-intermediate/jenkins/jenkins-pipelines/complete-qa.json
spring-boot-oomkilled-kubernetes-debugging,A,medium,,hard,kubernetes,kubernetes-fundamentals,Debugging OOMKilled Spring Boot in Kubernetes,content/java-backend-intermediate/kubernetes/kubernetes-fundamentals/complete-qa.json
kubernetes-service-mesh-istio-linkerd-when-needed,A,medium,,hard,kubernetes,kubernetes-networking,Service Mesh: When and Why You Need Istio or Linkerd,content/java-backend-intermediate/kubernetes/kubernetes-networking/complete-qa.json
dns-resolution-failing-kubernetes-coredns-debug,D,high,,hard,kubernetes,scenario-based,Debugging CoreDNS: When Kubernetes Service DNS Fails,content/java-backend-intermediate/kubernetes/scenario-based/complete-qa.json
matrix-strategy-multi-version-java-testing,A,medium,,intermediate,cicd,cicd-fundamentals,Matrix Strategy for Multi-Version Java Testing in GitHub Actions,content/java-backend-intermediate/cicd/cicd-fundamentals/complete-qa.json
trigger-workflows-pull-requests-protect-branches,A,medium,,intermediate,cicd,cicd-fundamentals,Triggering Workflows on Pull Requests and Protecting Branches,content/java-backend-intermediate/cicd/cicd-fundamentals/complete-qa.json
cache-maven-gradle-dependencies-github-actions,A,medium,,intermediate,cicd,github-actions,Caching Maven and Gradle Dependencies in GitHub Actions,content/java-backend-intermediate/cicd/github-actions/complete-qa.json
deploy-spring-boot-github-actions,A,medium,,intermediate,cicd,github-actions,Deploying a Spring Boot Application with GitHub Actions,content/java-backend-intermediate/cicd/github-actions/complete-qa.json
environment-specific-deployments-github-actions,A,medium,,intermediate,cicd,github-actions,Environment-Specific Deployments with GitHub Actions,content/java-backend-intermediate/cicd/github-actions/complete-qa.json
github-actions-reusable-workflows,A,medium,,intermediate,cicd,github-actions,GitHub Actions Reusable Workflows Explained,content/java-backend-intermediate/cicd/github-actions/complete-qa.json
java-cicd-pipeline-github-actions,A,medium,,intermediate,cicd,github-actions,Building a Java CI/CD Pipeline with GitHub Actions,content/java-backend-intermediate/cicd/github-actions/complete-qa.json
manage-secrets-github-actions,A,medium,,intermediate,cicd,github-actions,Managing Secrets in GitHub Actions,content/java-backend-intermediate/cicd/github-actions/complete-qa.json
sonarqube-code-quality-github-actions,A,medium,,intermediate,cicd,github-actions,Setting Up SonarQube Code Quality Checks in GitHub Actions,content/java-backend-intermediate/cicd/github-actions/complete-qa.json
git-hooks-code-quality,A,medium,,intermediate,git-build-tools,code-quality-gates,Git hooks for enforcing code quality,content/java-backend-intermediate/git-build-tools/code-quality-gates/complete-qa.json
git-bisect-find-bug-commit,C,high,,intermediate,git-build-tools,git-internals,Git bisect for finding the commit that introduced a bug,content/java-backend-intermediate/git-build-tools/git-internals/complete-qa.json
git-interactive-rebase-squashing-commits,C,high,,intermediate,git-build-tools,git-internals,Git interactive rebase — squashing and editing commits,content/java-backend-intermediate/git-build-tools/git-internals/complete-qa.json
monorepo-vs-polyrepo,B,medium,,intermediate,git-build-tools,git-internals,Monorepo vs polyrepo strategies,content/java-backend-intermediate/git-build-tools/git-internals/complete-qa.json
cherry-pick-vs-merge-vs-rebase-backporting,B,medium,,intermediate,git-build-tools,git-workflows,Cherry-pick vs merge vs rebase for backporting fixes,content/java-backend-intermediate/git-build-tools/git-workflows/complete-qa.json
git-flow-vs-trunk-based-development,B,medium,,intermediate,git-build-tools,git-workflows,Git flow vs trunk-based development,content/java-backend-intermediate/git-build-tools/git-workflows/complete-qa.json
git-merge-vs-rebase,E,high,,intermediate,git-build-tools,git-workflows,Git merge vs rebase — when to use each,content/java-backend-intermediate/git-build-tools/git-workflows/complete-qa.json
resolving-merge-conflicts,A,medium,,intermediate,git-build-tools,git-workflows,How to resolve merge conflicts effectively,content/java-backend-intermediate/git-build-tools/git-workflows/complete-qa.json
gradle-build-script-spring-boot,A,medium,,intermediate,java-build-tools,gradle-build,Writing a Gradle Build Script for a Spring Boot Project,content/java-backend-intermediate/java-build-tools/gradle-build/complete-qa.json
gradle-dependency-management,A,medium,,intermediate,java-build-tools,gradle-build,Gradle Dependency Management Explained,content/java-backend-intermediate/java-build-tools/gradle-build/complete-qa.json
gradle-incremental-build,A,medium,,intermediate,java-build-tools,gradle-build,Gradle Incremental Build: How It Works,content/java-backend-intermediate/java-build-tools/gradle-build/complete-qa.json
gradle-multi-module-project,A,medium,,intermediate,java-build-tools,gradle-build,Configuring Gradle for Multi-Module Projects,content/java-backend-intermediate/java-build-tools/gradle-build/complete-qa.json
gradle-wrapper-why-use-it,A,medium,,intermediate,java-build-tools,gradle-build,The Gradle Wrapper: What It Is and Why to Use It,content/java-backend-intermediate/java-build-tools/gradle-build/complete-qa.json
maven-dependency-scopes,A,medium,,intermediate,java-build-tools,maven-build,"Maven Dependency Scopes: compile, test, provided, runtime",content/java-backend-intermediate/java-build-tools/maven-build/complete-qa.json
maven-lifecycle-phases,C,high,,intermediate,java-build-tools,maven-build,Maven Lifecycle Phases Explained,content/java-backend-intermediate/java-build-tools/maven-build/complete-qa.json
maven-multi-module-project,A,medium,,intermediate,java-build-tools,maven-build,Creating a Multi-Module Maven Project,content/java-backend-intermediate/java-build-tools/maven-build/complete-qa.json
maven-pom-inheritance-aggregation,A,medium,,intermediate,java-build-tools,maven-build,Maven POM Inheritance and Aggregation,content/java-backend-intermediate/java-build-tools/maven-build/complete-qa.json
maven-profiles-environment-builds,A,medium,,intermediate,java-build-tools,maven-build,Maven Profiles for Environment-Specific Builds,content/java-backend-intermediate/java-build-tools/maven-build/complete-qa.json
maven-transitive-dependencies-conflict-resolution,G,medium,,intermediate,java-build-tools,maven-build,Maven Transitive Dependencies and Conflict Resolution,content/java-backend-intermediate/java-build-tools/maven-build/complete-qa.json
maven-vs-gradle-comparison,B,medium,,intermediate,java-build-tools,maven-build,Maven vs Gradle: Key Differences,content/java-backend-intermediate/java-build-tools/maven-build/complete-qa.json
publish-artifact-nexus-maven,A,medium,,intermediate,java-build-tools,maven-build,Publishing an Artifact to Nexus with Maven,content/java-backend-intermediate/java-build-tools/maven-build/complete-qa.json
publish-java-library-maven-central-gradle,A,medium,,intermediate,java-build-tools,maven-build,Publishing a Java Library to Maven Central with Gradle,content/java-backend-intermediate/java-build-tools/maven-build/complete-qa.json
github-actions-vs-jenkins,B,medium,,intermediate,jenkins,jenkins-pipelines,GitHub Actions vs Jenkins: Key Differences,content/java-backend-intermediate/jenkins/jenkins-pipelines/complete-qa.json
how-to-test-terraform-configurations,A,low,,intermediate,terraform,terraform-core,Testing Terraform Configurations,content/java-backend-intermediate/terraform/terraform-core/complete-qa.json
provision-spring-boot-infrastructure-with-terraform,A,medium,,intermediate,terraform,terraform-core,Provisioning Java Spring Boot App Infrastructure with Terraform,content/java-backend-intermediate/terraform/terraform-core/complete-qa.json
terraform-core-concepts-providers-resources-state-modules,A,medium,,intermediate,terraform,terraform-core,"Terraform Core Concepts: Providers, Resources, State, and Modules",content/java-backend-intermediate/terraform/terraform-core/complete-qa.json
terraform-data-sources-when-to-use,A,medium,,intermediate,terraform,terraform-core,Terraform Data Sources: What They Are and When to Use Them,content/java-backend-intermediate/terraform/terraform-core/complete-qa.json
terraform-import-vs-terraform-taint,B,medium,,intermediate,terraform,terraform-core,terraform import vs terraform taint: Key Differences,content/java-backend-intermediate/terraform/terraform-core/complete-qa.json
terraform-plan-and-apply-safely,A,medium,,intermediate,terraform,terraform-core,Using terraform plan and apply Safely,content/java-backend-intermediate/terraform/terraform-core/complete-qa.json
terraform-state-locking,A,medium,,intermediate,terraform,terraform-core,Handling Terraform State Locking,content/java-backend-intermediate/terraform/terraform-core/complete-qa.json
terraform-state-management-remote-state,A,medium,,intermediate,terraform,terraform-core,Terraform State Management and Why Remote State Matters,content/java-backend-intermediate/terraform/terraform-core/complete-qa.json
terraform-variables-and-workspaces,A,medium,,intermediate,terraform,terraform-core,Managing Terraform Variables and Workspaces,content/java-backend-intermediate/terraform/terraform-core/complete-qa.json
what-is-terraform-module-how-to-create-one,A,medium,,intermediate,terraform,terraform-core,Terraform Modules: What They Are and How to Create One,content/java-backend-intermediate/terraform/terraform-core/complete-qa.json
