slug,archetype,confidence,importance,difficulty,module,topic,title,file,status
lambdas-functional-interfaces,A,medium,high,easy,java-streams,lambdas-functional-interfaces,Lambdas and Functional Interfaces — Complete Guide,content/java-backend-intermediate/java-streams/lambdas-functional-interfaces/complete-qa.json,legacy
predicate-function-consumer-supplier-java,A,medium,high,easy,java-streams,lambdas-functional-interfaces,"Predicate, Function, Consumer, Supplier — Java's Core Functional Interfaces",content/java-backend-intermediate/java-streams/lambdas-functional-interfaces/complete-qa.json,legacy
streams-api,A,medium,high,easy,java-streams,lambdas-functional-interfaces,Java Streams API — How It Works and Most Useful Operations,content/java-backend-intermediate/java-streams/lambdas-functional-interfaces/complete-qa.json,legacy
what-is-lambda-expression-java,A,medium,high,easy,java-streams,lambdas-functional-interfaces,"Lambda Expressions in Java — Syntax, Scoping, and `invokedynamic`",content/java-backend-intermediate/java-streams/lambdas-functional-interfaces/complete-qa.json,legacy
optional-of-ofNullable-empty-java,E,high,high,easy,java-streams,optional-api,`Optional.of` vs `ofNullable` vs `empty` — When to Use Each,content/java-backend-intermediate/java-streams/optional-api/complete-qa.json,legacy
what-is-optional-in-java,A,medium,high,easy,java-streams,optional-api,"Java `Optional` — Purpose, API, and What It Isn't",content/java-backend-intermediate/java-streams/optional-api/complete-qa.json,legacy
convert-list-to-map-java-streams,D,high,high,easy,java-streams,scenario-based,"List to Map in Java Streams — `Collectors.toMap`, Duplicates, and Map Suppliers",content/java-backend-intermediate/java-streams/scenario-based/complete-qa.json,legacy
flatten-list-of-lists-java-streams,D,high,high,easy,java-streams,scenario-based,Flattening Nested Collections with `flatMap` — The Idiomatic Java Stream Pattern,content/java-backend-intermediate/java-streams/scenario-based/complete-qa.json,legacy
group-objects-by-field-java-streams,D,high,high,easy,java-streams,scenario-based,"Grouping Objects by Field with `Collectors.groupingBy` — Single, Multi-level, Downstream",content/java-backend-intermediate/java-streams/scenario-based/complete-qa.json,legacy
intermediate-vs-terminal-operations-java,B,medium,high,easy,java-streams,streams-api,Intermediate vs Terminal Operations in Java Streams — Lazy vs Triggering,content/java-backend-intermediate/java-streams/streams-api/complete-qa.json,legacy
lambda-fundamentals,A,medium,high,easy,java-streams,streams-api,Lambda Expressions and Functional Interfaces in Java,content/java-backend-intermediate/java-streams/streams-api/complete-qa.json,legacy
what-is-java-stream-api,A,medium,high,easy,java-streams,streams-api,What Is the Java Stream API — Declarative Pipelines Over Collections,content/java-backend-intermediate/java-streams/streams-api/complete-qa.json,legacy
what-is-garbage-collection-java,A,medium,high,easy,jvm-internals,garbage-collection,What Is Garbage Collection in Java? — Reachability and Reference Strengths,content/java-backend-intermediate/jvm-internals/garbage-collection/complete-qa.json,legacy
heap-vs-stack-memory-java,B,medium,high,easy,jvm-internals,jvm-architecture,"Heap vs Stack Memory in the JVM — Lifetime, Errors, and What Lives Where",content/java-backend-intermediate/jvm-internals/jvm-architecture/complete-qa.json,legacy
jvm-jre-jdk-difference,B,medium,high,easy,jvm-internals,jvm-architecture,JVM vs JRE vs JDK — Disambiguating the Java Runtime Stack,content/java-backend-intermediate/jvm-internals/jvm-architecture/complete-qa.json,legacy
jvm-flags-xms-xmx-java,A,medium,high,easy,jvm-internals,jvm-tuning,"Essential JVM Flags — -Xms, -Xmx, -XX Categories, and How to Inspect Them",content/java-backend-intermediate/jvm-internals/jvm-tuning/complete-qa.json,legacy
heap-vs-stack-memory-java-comparison,B,high,high,medium,core-java,comparisons,"Heap vs Stack Memory in the JVM — What Lives Where, Lifetime, and OOM vs StackOverflow",content/java-backend-intermediate/core-java/comparisons/complete-qa.json,legacy
best-practices-for-exception-handling-java,A,medium,high,medium,core-java,exception-handling,Java Exception-Handling Best Practices — Anti-Patterns and Their Fixes,content/java-backend-intermediate/core-java/exception-handling/complete-qa.json,legacy
finally-block-execution-rules-java,A,medium,high,medium,core-java,exception-handling,When `finally` Does NOT Execute — Every Edge Case in Java,content/java-backend-intermediate/core-java/exception-handling/complete-qa.json,legacy
bounded-vs-unbounded-wildcards-java,B,medium,high,medium,core-java,generics-wildcards,"Bounded vs Unbounded Wildcards in Java — `?`, `? extends T`, `? super T` with Real Examples",content/java-backend-intermediate/core-java/generics-wildcards/complete-qa.json,legacy
pecs-principle-producer-extends-consumer-super,A,medium,high,medium,core-java,generics-wildcards,"PECS — Producer-Extends, Consumer-Super: The One Rule That Solves Most Wildcard Decisions",content/java-backend-intermediate/core-java/generics-wildcards/complete-qa.json,legacy
channels-and-buffers-java-nio,A,medium,high,medium,core-java,java-io-nio,"Channels and Buffers in Java NIO — `FileChannel`, `SocketChannel`, `ByteBuffer`",content/java-backend-intermediate/core-java/java-io-nio/complete-qa.json,legacy
how-to-read-large-file-efficiently-java,A,medium,high,medium,core-java,java-io-nio,Reading Large Files Efficiently in Java — Strategies and Tradeoffs,content/java-backend-intermediate/core-java/java-io-nio/complete-qa.json,legacy
java-nio-vs-io-comparison,B,medium,high,medium,core-java,java-io-nio,Java IO vs NIO — Blocking Streams vs Non-Blocking Channels,content/java-backend-intermediate/core-java/java-io-nio/complete-qa.json,legacy
serialization-vs-externalizable-java,E,high,high,medium,core-java,java-io-nio,`Serializable` vs `Externalizable` in Java — Which to Use for Performance,content/java-backend-intermediate/core-java/java-io-nio/complete-qa.json,legacy
custom-annotations,A,medium,high,medium,core-java,reflection-annotations,Creating and Processing Custom Annotations in Java,content/java-backend-intermediate/core-java/reflection-annotations/complete-qa.json,legacy
meta-annotations-retention-target,A,medium,high,medium,core-java,reflection-annotations,"Meta-Annotations in Java — `@Retention`, `@Target`, `@Documented`, `@Inherited` Explained",content/java-backend-intermediate/core-java/reflection-annotations/complete-qa.json,legacy
reflection-basics,A,medium,high,medium,core-java,reflection-annotations,Java Reflection — Inspecting and Manipulating Classes at Runtime,content/java-backend-intermediate/core-java/reflection-annotations/complete-qa.json,legacy
string-intern-method-java-explained,A,medium,high,medium,core-java,string-handling,`String.intern()` and the String Pool — How They Work and When to Use `intern()`,content/java-backend-intermediate/core-java/string-handling/complete-qa.json,legacy
amortized-complexity-arraylist-hashmap-java,A,medium,high,medium,java-collections,algorithm-complexity,Amortized Complexity — Why ArrayList.add and HashMap.put Are Really O(1),content/java-backend-intermediate/java-collections/algorithm-complexity/complete-qa.json,legacy
list-vs-set-vs-map-overview,E,high,high,medium,java-collections,collections-internals,List vs Set vs Map — When to Use Each Collection Type,content/java-backend-intermediate/java-collections/collections-internals/complete-qa.json,legacy
map-compute-merge-methods,C,high,high,medium,java-collections,collections-internals,"Map compute(), merge(), computeIfAbsent() — Atomic Map Operations",content/java-backend-intermediate/java-collections/collections-internals/complete-qa.json,legacy
stream-api-with-collections,C,high,high,medium,java-collections,collections-internals,"Stream API with Collections — toList, toSet, toMap, groupingBy",content/java-backend-intermediate/java-collections/collections-internals/complete-qa.json,legacy
treeset-treemap-navigable,C,high,high,medium,java-collections,collections-internals,TreeSet and TreeMap — Sorted Collections and NavigableSet/NavigableMap,content/java-backend-intermediate/java-collections/collections-internals/complete-qa.json,legacy
hashmap-vs-concurrenthashmap-comparison,B,high,high,medium,java-collections,comparisons,"HashMap vs ConcurrentHashMap — Thread-Safety, Locking Strategies, Iteration",content/java-backend-intermediate/java-collections/comparisons/complete-qa.json,legacy
memoization-vs-tabulation-java,B,medium,high,medium,java-collections,dynamic-programming,Memoization vs Tabulation — Top-Down vs Bottom-Up DP in Java,content/java-backend-intermediate/java-collections/dynamic-programming/complete-qa.json,legacy
fast-and-slow-pointers-java,A,medium,high,medium,java-collections,problem-solving-patterns,"Fast and Slow Pointers — Floyd's Cycle Detection, Cycle Start, Middle",content/java-backend-intermediate/java-collections/problem-solving-patterns/complete-qa.json,legacy
sliding-window-technique-java,B,medium,high,medium,java-collections,problem-solving-patterns,"Sliding Window Technique — Fixed vs Variable, with Java Solutions",content/java-backend-intermediate/java-collections/problem-solving-patterns/complete-qa.json,legacy
top-k-elements-heap-java,A,medium,high,medium,java-collections,problem-solving-patterns,Top-K Elements with a Heap — O(n log k) Pattern in Java,content/java-backend-intermediate/java-collections/problem-solving-patterns/complete-qa.json,legacy
two-pointers-technique-java,A,medium,high,medium,java-collections,problem-solving-patterns,"Two-Pointers Technique — Opposite-Ends, Same-Direction, with Java Examples",content/java-backend-intermediate/java-collections/problem-solving-patterns/complete-qa.json,legacy
detect-loop-in-linked-list-java,D,high,high,medium,java-collections,scenario-based,Detect a Loop in a Linked List — Floyd's Cycle Detection with Cycle Start,content/java-backend-intermediate/java-collections/scenario-based/complete-qa.json,legacy
reverse-linked-list-java-iterative-recursive,D,high,high,medium,java-collections,scenario-based,Reverse a Linked List — Iterative and Recursive in Java,content/java-backend-intermediate/java-collections/scenario-based/complete-qa.json,legacy
timsort-java-collections-sort,A,medium,high,medium,java-collections,sorting-and-searching,"TimSort — Java's Default Sort, Adaptive Merge Sort with Insertion Sort",content/java-backend-intermediate/java-collections/sorting-and-searching/complete-qa.json,legacy
graph-representation-adjacency-list-matrix-java,B,medium,high,medium,java-collections,trees-and-graphs,Graph Representation in Java — Adjacency List vs Matrix Trade-offs,content/java-backend-intermediate/java-collections/trees-and-graphs/complete-qa.json,legacy
tree-traversal-inorder-preorder-postorder-java,A,medium,high,medium,java-collections,trees-and-graphs,"Tree Traversals in Java — Inorder, Preorder, Postorder (Recursive and Iterative)",content/java-backend-intermediate/java-collections/trees-and-graphs/complete-qa.json,legacy
future-vs-completablefuture-comparison,B,high,high,medium,java-concurrency,comparisons,`Future` vs `CompletableFuture` — Blocking Handle vs Composable Async,content/java-backend-intermediate/java-concurrency/comparisons/complete-qa.json,legacy
virtual-vs-platform-threads-comparison,B,high,high,medium,java-concurrency,comparisons,Virtual Threads vs Platform Threads in Java 21 — Complete Comparison,content/java-backend-intermediate/java-concurrency/comparisons/complete-qa.json,legacy
volatile-vs-synchronized-comparison,B,high,high,medium,java-concurrency,comparisons,`volatile` vs `synchronized` — Visibility vs Atomicity,content/java-backend-intermediate/java-concurrency/comparisons/complete-qa.json,legacy
completablefuture-exception-handling-java,B,medium,high,medium,java-concurrency,completable-future,`CompletableFuture` Exception Handling — `exceptionally` vs `handle` vs `whenComplete`,content/java-backend-intermediate/java-concurrency/completable-future/complete-qa.json,legacy
thencompose-vs-thencombine-java,B,medium,high,medium,java-concurrency,completable-future,`thenCompose` vs `thenCombine` — Sequential Chain vs Parallel Combine,content/java-backend-intermediate/java-concurrency/completable-future/complete-qa.json,legacy
producer-consumer-pattern-java,B,medium,high,medium,java-concurrency,concurrency-patterns,Producer-Consumer Pattern in Java — BlockingQueue vs wait/notify,content/java-backend-intermediate/java-concurrency/concurrency-patterns/complete-qa.json,legacy
thread-safe-singleton-patterns-java,A,medium,high,medium,java-concurrency,concurrency-patterns,"Thread-Safe Singleton Patterns in Java — Enum, Holder, DCL, Eager",content/java-backend-intermediate/java-concurrency/concurrency-patterns/complete-qa.json,legacy
linkedblockingqueue-vs-arrayblockingqueue-java,B,medium,high,medium,java-concurrency,concurrent-collections,"`LinkedBlockingQueue` vs `ArrayBlockingQueue` — Locking Strategy, Bounds, and Throughput",content/java-backend-intermediate/java-concurrency/concurrent-collections/complete-qa.json,legacy
data-race-vs-race-condition-java,B,medium,high,medium,java-concurrency,java-memory-model,Data Race vs Race Condition in Java — Memory-Level vs Logical-Level Bugs,content/java-backend-intermediate/java-concurrency/java-memory-model/complete-qa.json,legacy
volatile-vs-atomic-java,B,medium,high,medium,java-concurrency,java-memory-model,`volatile` vs `Atomic*` in Java — Visibility vs Compound Atomicity,content/java-backend-intermediate/java-concurrency/java-memory-model/complete-qa.json,legacy
what-is-java-memory-model-jmm,A,medium,high,medium,java-concurrency,java-memory-model,"Java Memory Model (JMM) Explained — Happens-Before, Visibility, and Why It Exists",content/java-backend-intermediate/java-concurrency/java-memory-model/complete-qa.json,legacy
how-to-avoid-deadlock-java,D,high,high,medium,java-concurrency,scenario-based,"How to Avoid Deadlock in Java — Lock Ordering, tryLock, and Design Techniques",content/java-backend-intermediate/java-concurrency/scenario-based/complete-qa.json,legacy
how-to-detect-deadlock-java-thread-dump,D,high,high,medium,java-concurrency,scenario-based,"Detecting Deadlock in Java — jstack, ThreadMXBean, and Dump Analysis",content/java-backend-intermediate/java-concurrency/scenario-based/complete-qa.json,legacy
fixed-vs-cached-vs-single-threadpool-java,E,high,high,medium,java-concurrency,thread-pools-and-executor,`FixedThreadPool` vs `CachedThreadPool` vs `SingleThreadExecutor` — When to Use Each (and When Not To),content/java-backend-intermediate/java-concurrency/thread-pools-and-executor/complete-qa.json,legacy
rejectedexecutionhandler-java,A,medium,high,medium,java-concurrency,thread-pools-and-executor,`RejectedExecutionHandler` in Java — Four Policies and Custom Implementations,content/java-backend-intermediate/java-concurrency/thread-pools-and-executor/complete-qa.json,legacy
thread-interrupt-mechanism-java,C,high,high,medium,java-concurrency,threads-and-lifecycle,"Thread Interruption in Java — `interrupt()`, `isInterrupted()`, `interrupted()` Explained",content/java-backend-intermediate/java-concurrency/threads-and-lifecycle/complete-qa.json,legacy
what-are-virtual-threads-java-21,A,medium,high,medium,java-concurrency,virtual-threads,Virtual Threads in Java 21 — Project Loom Explained,content/java-backend-intermediate/java-concurrency/virtual-threads/complete-qa.json,legacy
when-to-use-virtual-threads-java,A,medium,high,medium,java-concurrency,virtual-threads,When to Use Virtual Threads — Best-Fit and Bad-Fit Workloads,content/java-backend-intermediate/java-concurrency/virtual-threads/complete-qa.json,legacy
anonymous-inner-class-vs-lambda-java,E,high,high,medium,java-oop,oop-principles,"Anonymous Inner Class vs Lambda in Java — Scoping, `this`, Bytecode, When to Use Each",content/java-backend-intermediate/java-oop/oop-principles/complete-qa.json,legacy
diamond-problem-java-interfaces,A,medium,high,medium,java-oop,oop-principles,The Diamond Problem in Java — Why Java Bans It for Classes and How It's Resolved for Interfaces,content/java-backend-intermediate/java-oop/oop-principles/complete-qa.json,legacy
equals-and-hashcode-contract-java,A,medium,high,medium,java-oop,oop-principles,The `equals()` and `hashCode()` Contract — Why Violating It Silently Breaks `HashMap` and `HashSet`,content/java-backend-intermediate/java-oop/oop-principles/complete-qa.json,legacy
imperative-vs-functional-java-comparison,B,high,high,medium,java-streams,comparisons,Imperative vs Functional Java — Loops vs Stream Pipelines,content/java-backend-intermediate/java-streams/comparisons/complete-qa.json,legacy
sealed-classes,A,medium,high,medium,java-streams,java-14-to-17-features,Sealed Classes (Java 17+) — Closed Type Hierarchies and Exhaustive Matching,content/java-backend-intermediate/java-streams/java-14-to-17-features/complete-qa.json,legacy
pattern-matching-for-switch-java-21,A,medium,high,medium,java-streams,java-21-features,"Switch Pattern Matching (Java 21) — Type Patterns, Deconstruction, Guards",content/java-backend-intermediate/java-streams/java-21-features/complete-qa.json,legacy
virtual-threads-java-21,A,medium,high,medium,java-streams,java-21-features,"Virtual Threads (Project Loom) — Carrier Threads, Pinning, and Massive Concurrency",content/java-backend-intermediate/java-streams/java-21-features/complete-qa.json,legacy
java-11-http-client-api,A,medium,high,medium,java-streams,java-9-to-11-features,Java 11 `HttpClient` — Modern HTTP Client with HTTP/2 and Async,content/java-backend-intermediate/java-streams/java-9-to-11-features/complete-qa.json,legacy
java-9-module-system-jpms,A,medium,high,medium,java-streams,java-9-to-11-features,"Java 9 Module System (JPMS) — Motivation, `module-info.java`, and Migration",content/java-backend-intermediate/java-streams/java-9-to-11-features/complete-qa.json,legacy
method-references-java-four-types,A,medium,high,medium,java-streams,lambdas-functional-interfaces,Method References — The Four Forms and Their Lambda Equivalents,content/java-backend-intermediate/java-streams/lambdas-functional-interfaces/complete-qa.json,legacy
optional-usage,A,medium,high,medium,java-streams,lambdas-functional-interfaces,"Optional Proper Usage — Return Types, orElse, and Anti-Patterns",content/java-backend-intermediate/java-streams/lambdas-functional-interfaces/complete-qa.json,legacy
optional-as-return-type-best-practices-java,A,medium,high,medium,java-streams,optional-api,`Optional` as Return Type — Brian Goetz's Guidance and Best Practices,content/java-backend-intermediate/java-streams/optional-api/complete-qa.json,legacy
optional-orelse-vs-orelseget-java,B,medium,high,medium,java-streams,optional-api,`Optional.orElse` vs `orElseGet` — Eager vs Lazy Defaults,content/java-backend-intermediate/java-streams/optional-api/complete-qa.json,legacy
collectors-groupingby-partitioningby-java,B,medium,high,medium,java-streams,streams-api,`groupingBy` vs `partitioningBy` — Group-By with Downstream Collectors,content/java-backend-intermediate/java-streams/streams-api/complete-qa.json,legacy
flatmap-vs-map-java-streams,B,medium,high,medium,java-streams,streams-api,`map` vs `flatMap` in Java Streams — Transform vs Flatten,content/java-backend-intermediate/java-streams/streams-api/complete-qa.json,legacy
lazy-evaluation-streams-java,A,medium,high,medium,java-streams,streams-api,Lazy Evaluation in Java Streams — How It Works and Why It Matters,content/java-backend-intermediate/java-streams/streams-api/complete-qa.json,legacy
optional-best-practices,A,medium,high,medium,java-streams,streams-api,Using Java Optional Correctly — Best Practices and Anti-Patterns,content/java-backend-intermediate/java-streams/streams-api/complete-qa.json,legacy
parallel-stream-when-to-use-java,A,medium,high,medium,java-streams,streams-api,"When to Use Parallel Streams — Trade-offs, Pitfalls, and Better Alternatives",content/java-backend-intermediate/java-streams/streams-api/complete-qa.json,legacy
reduce-vs-collect-java-streams,B,medium,high,medium,java-streams,streams-api,`reduce` vs `collect` — Immutable Folding vs Mutable Reduction,content/java-backend-intermediate/java-streams/streams-api/complete-qa.json,legacy
stream-api-operations,A,medium,high,medium,java-streams,streams-api,Java Stream API — Intermediate and Terminal Operations Deep Dive,content/java-backend-intermediate/java-streams/streams-api/complete-qa.json,legacy
aot-vs-jit-compilation-comparison,B,high,high,medium,jvm-internals,comparisons,"AOT vs JIT Compilation in Java — Startup, Throughput, Memory, and Build Trade-offs",content/java-backend-intermediate/jvm-internals/comparisons/complete-qa.json,legacy
minor-gc-vs-full-gc-comparison,B,high,high,medium,jvm-internals,comparisons,"Minor GC vs Full GC — Scope, Pause Duration, Causes, and Log Signatures",content/java-backend-intermediate/jvm-internals/comparisons/complete-qa.json,legacy
full-gc-vs-minor-gc-java,B,medium,high,medium,jvm-internals,garbage-collection,Full GC vs Minor GC vs Major GC — Semantics and Log Diagnosis,content/java-backend-intermediate/jvm-internals/garbage-collection/complete-qa.json,legacy
generational-gc-young-old-java,B,medium,high,medium,jvm-internals,garbage-collection,Generational Garbage Collection — Young vs Old Generation Explained,content/java-backend-intermediate/jvm-internals/garbage-collection/complete-qa.json,legacy
jvm-memory-areas,A,medium,high,medium,jvm-internals,jvm-architecture,"JVM Runtime Data Areas — Heap, Stack, Metaspace, Code Cache",content/java-backend-intermediate/jvm-internals/jvm-architecture/complete-qa.json,legacy
metaspace-vs-permgen-java-8,B,medium,high,medium,jvm-internals,jvm-architecture,Metaspace vs PermGen — Why Java 8 Replaced PermGen,content/java-backend-intermediate/jvm-internals/jvm-architecture/complete-qa.json,legacy
how-to-profile-java-application,B,medium,high,medium,jvm-internals,profiling-and-debugging,How to Profile a Java Application — Sampling vs Instrumenting Profilers,content/java-backend-intermediate/jvm-internals/profiling-and-debugging/complete-qa.json,legacy
jfr-java-flight-recorder,A,medium,high,medium,jvm-internals,profiling-and-debugging,Java Flight Recorder (JFR) — Continuous Production Profiling Built Into the JVM,content/java-backend-intermediate/jvm-internals/profiling-and-debugging/complete-qa.json,legacy
why-cant-create-generic-array-java,B,medium,high,hard,core-java,generics-wildcards,Why You Can't Create a Generic Array in Java — Reifiable vs Non-Reifiable Types,content/java-backend-intermediate/core-java/generics-wildcards/complete-qa.json,legacy
reflection-performance-cost-java,A,medium,high,hard,core-java,reflection-annotations,Java Reflection Performance — Why It's Slow and What `MethodHandle` / `LambdaMetafactory` Do Differently,content/java-backend-intermediate/core-java/reflection-annotations/complete-qa.json,legacy
how-to-analyze-recursive-algorithm-complexity-java,A,medium,high,hard,java-collections,algorithm-complexity,"Analyzing Recursive Algorithm Complexity — Master Theorem, Recursion Tree, Substitution",content/java-backend-intermediate/java-collections/algorithm-complexity/complete-qa.json,legacy
knapsack-01-dp-java,B,medium,high,hard,java-collections,dynamic-programming,"0/1 Knapsack DP in Java — Implementation, Optimization, vs Fractional (Greedy)",content/java-backend-intermediate/java-collections/dynamic-programming/complete-qa.json,legacy
backtracking-java-pattern,A,medium,high,hard,java-collections,problem-solving-patterns,"Backtracking Pattern in Java — Subsets, Permutations, N-Queens, Pruning",content/java-backend-intermediate/java-collections/problem-solving-patterns/complete-qa.json,legacy
double-checked-locking-java,A,medium,high,hard,java-concurrency,concurrency-patterns,"Double-Checked Locking in Java — The Pattern, the Bug, and the Fix",content/java-backend-intermediate/java-concurrency/concurrency-patterns/complete-qa.json,legacy
