slug,archetype,confidence,importance,difficulty,module,topic,title,file,status
mongodb-hot-shard-investigation-remediation,D,high,high,hard,nosql-mongodb,scenario-based,Hot Shard in MongoDB: Diagnose and Fix,content/java-backend-intermediate/nosql-mongodb/scenario-based/complete-qa.json,legacy
elasticsearch-index-mapping,A,medium,high,intermediate,nosql-mongodb,elasticsearch-basics,Elasticsearch Index Mapping: What It Is and How to Configure It,content/java-backend-intermediate/nosql-mongodb/elasticsearch-basics/complete-qa.json,legacy
elasticsearch-match-vs-term-vs-bool,B,medium,high,intermediate,nosql-mongodb,elasticsearch-basics,Elasticsearch Query Types: match vs term vs bool,content/java-backend-intermediate/nosql-mongodb/elasticsearch-basics/complete-qa.json,legacy
elasticsearch-pagination-deep-results,A,medium,high,intermediate,nosql-mongodb,elasticsearch-basics,Elasticsearch Pagination: Handling Deep Result Sets,content/java-backend-intermediate/nosql-mongodb/elasticsearch-basics/complete-qa.json,legacy
elasticsearch-spring-boot-integration,A,medium,high,intermediate,nosql-mongodb,elasticsearch-basics,Integrating Elasticsearch with Spring Boot,content/java-backend-intermediate/nosql-mongodb/elasticsearch-basics/complete-qa.json,legacy
elasticsearch-vs-postgresql-search,B,medium,high,intermediate,nosql-mongodb,elasticsearch-basics,Elasticsearch vs PostgreSQL for Search,content/java-backend-intermediate/nosql-mongodb/elasticsearch-basics/complete-qa.json,legacy
mysql-vs-postgresql-java-developers,B,medium,high,intermediate,postgresql,postgresql-features,MySQL vs PostgreSQL for Java Developers,content/java-backend-intermediate/postgresql/postgresql-features/complete-qa.json,legacy
postgresql-connection-pooling-pgbouncer,B,medium,high,intermediate,postgresql,postgresql-features,PostgreSQL Connection Pooling with PgBouncer — Transaction vs Session Pooling,content/java-backend-intermediate/postgresql/postgresql-features/complete-qa.json,legacy
postgresql-indexes-btree-gin-gist,A,medium,high,intermediate,postgresql,postgresql-features,"PostgreSQL Indexes — B-Tree, GIN, GiST, BRIN, Hash",content/java-backend-intermediate/postgresql/postgresql-features/complete-qa.json,legacy
postgresql-jsonb-vs-json,B,medium,high,intermediate,postgresql,postgresql-features,"PostgreSQL JSONB vs JSON — Operators, Indexing, Decision Tree",content/java-backend-intermediate/postgresql/postgresql-features/complete-qa.json,legacy
postgresql-partitioning-large-tables,A,medium,high,intermediate,postgresql,postgresql-features,"PostgreSQL Table Partitioning — Range, List, Hash, and Pruning",content/java-backend-intermediate/postgresql/postgresql-features/complete-qa.json,legacy
postgresql-replication-streaming-logical,B,medium,high,intermediate,postgresql,postgresql-features,PostgreSQL Streaming vs Logical Replication,content/java-backend-intermediate/postgresql/postgresql-features/complete-qa.json,legacy
postgresql-transactions-isolation-levels,A,medium,high,intermediate,postgresql,postgresql-features,"PostgreSQL Transaction Isolation Levels — Read Committed, Repeatable Read, Serializable",content/java-backend-intermediate/postgresql/postgresql-features/complete-qa.json,legacy
postgresql-vacuum-and-bloat,A,medium,high,intermediate,postgresql,postgresql-features,"PostgreSQL VACUUM, Bloat, and Autovacuum Tuning",content/java-backend-intermediate/postgresql/postgresql-features/complete-qa.json,legacy
postgresql-window-functions,A,medium,high,intermediate,postgresql,postgresql-features,"PostgreSQL Window Functions — RANK, ROW_NUMBER, LAG, LEAD",content/java-backend-intermediate/postgresql/postgresql-features/complete-qa.json,legacy
postgresql-with-spring-boot,A,medium,high,intermediate,postgresql,postgresql-features,PostgreSQL with Spring Boot — Production Configuration End-to-End,content/java-backend-intermediate/postgresql/postgresql-features/complete-qa.json,legacy
sql-cte-recursive-queries,A,medium,high,intermediate,sql-databases,advanced-sql-features,"SQL CTEs and Recursive Queries — WITH Clause, Recursion, and Performance",content/java-backend-intermediate/sql-databases/advanced-sql-features/complete-qa.json,legacy
sql-window-functions-row-number-rank,A,medium,high,intermediate,sql-databases,advanced-sql-features,"SQL Window Functions — ROW_NUMBER, RANK, DENSE_RANK, LAG, LEAD",content/java-backend-intermediate/sql-databases/advanced-sql-features/complete-qa.json,legacy
database-connection-pooling,A,medium,high,intermediate,sql-databases,connection-pooling,Database Connection Pooling Explained,content/java-backend-intermediate/sql-databases/connection-pooling/complete-qa.json,legacy
spring-boot-mysql-connection-pool-tuning,A,medium,high,intermediate,sql-databases,connection-pooling,Spring Boot + MySQL Connection Pool Tuning,content/java-backend-intermediate/sql-databases/connection-pooling/complete-qa.json,legacy
database-indexes-btree-hash,A,medium,high,intermediate,sql-databases,indexes-and-performance,"Database Indexes — B-Tree, Hash, Composite, and Covering Indexes",content/java-backend-intermediate/sql-databases/indexes-and-performance/complete-qa.json,legacy
database-indexes-types,A,medium,high,intermediate,sql-databases,indexes-and-performance,Database Indexes: How They Work and What Types Exist,content/java-backend-intermediate/sql-databases/indexes-and-performance/complete-qa.json,legacy
mysql-index-types-btree-fulltext-composite,A,medium,high,intermediate,sql-databases,indexes-and-performance,"MySQL Index Types: B-tree, Full-text, and Composite",content/java-backend-intermediate/sql-databases/indexes-and-performance/complete-qa.json,legacy
sql-joins-inner-outer-cross-self,A,medium,high,intermediate,sql-databases,joins-and-subqueries,"SQL Joins — INNER, LEFT, RIGHT, FULL OUTER, CROSS, and SELF Joins",content/java-backend-intermediate/sql-databases/joins-and-subqueries/complete-qa.json,legacy
sql-subqueries-vs-joins,E,high,high,intermediate,sql-databases,joins-and-subqueries,SQL Subqueries vs Joins — Performance and When to Use Each,content/java-backend-intermediate/sql-databases/joins-and-subqueries/complete-qa.json,legacy
database-sharding,A,medium,high,intermediate,sql-databases,partitioning-and-sharding,Database Sharding: What It Is and When to Use It,content/java-backend-intermediate/sql-databases/partitioning-and-sharding/complete-qa.json,legacy
mysql-partitioning,A,medium,high,intermediate,sql-databases,partitioning-and-sharding,Partitioning in MySQL,content/java-backend-intermediate/sql-databases/partitioning-and-sharding/complete-qa.json,legacy
mysql-explain-query-optimization,A,medium,high,intermediate,sql-databases,query-optimization,Using EXPLAIN to Optimize MySQL Queries,content/java-backend-intermediate/sql-databases/query-optimization/complete-qa.json,legacy
mysql-query-cache-query-optimization,A,medium,high,intermediate,sql-databases,query-optimization,MySQL Query Cache and Query Optimization,content/java-backend-intermediate/sql-databases/query-optimization/complete-qa.json,legacy
sql-explain-plan-query-optimization,A,medium,high,intermediate,sql-databases,query-optimization,SQL EXPLAIN Plan — Reading and Optimizing Query Execution Plans,content/java-backend-intermediate/sql-databases/query-optimization/complete-qa.json,legacy
mysql-replication-primary-replica,A,medium,high,intermediate,sql-databases,replication,MySQL Replication: Primary-Replica Setup,content/java-backend-intermediate/sql-databases/replication/complete-qa.json,legacy
postgresql-streaming-replication-and-logical-replication,B,medium,high,intermediate,sql-databases,replication,PostgreSQL Streaming vs Logical Replication,content/java-backend-intermediate/sql-databases/replication/complete-qa.json,legacy
eventual-consistency-design,D,high,high,intermediate,sql-databases,scenario-based,Eventual Consistency: What It Is and How to Design for It,content/java-backend-intermediate/sql-databases/scenario-based/complete-qa.json,legacy
high-read-throughput-design,D,high,high,intermediate,sql-databases,scenario-based,Designing Databases for High Read Throughput,content/java-backend-intermediate/sql-databases/scenario-based/complete-qa.json,legacy
innodb-vs-myisam-storage-engines,B,medium,high,intermediate,sql-databases,scenario-based,InnoDB vs MyISAM Storage Engines,content/java-backend-intermediate/sql-databases/scenario-based/complete-qa.json,legacy
oltp-vs-olap,B,medium,high,intermediate,sql-databases,scenario-based,OLTP vs OLAP: Understanding the Two Database Workload Types,content/java-backend-intermediate/sql-databases/scenario-based/complete-qa.json,legacy
soft-deletes-database-design,D,high,high,intermediate,sql-databases,scenario-based,Soft Deletes in Database Design,content/java-backend-intermediate/sql-databases/scenario-based/complete-qa.json,legacy
database-normalization-1nf-2nf-3nf,A,medium,high,intermediate,sql-databases,sql-fundamentals,"Database Normalization — 1NF, 2NF, 3NF, and When to Denormalize",content/java-backend-intermediate/sql-databases/sql-fundamentals/complete-qa.json,legacy
database-normalization-forms,A,medium,high,intermediate,sql-databases,sql-fundamentals,Database Normalization Forms Explained,content/java-backend-intermediate/sql-databases/sql-fundamentals/complete-qa.json,legacy
sql-vs-nosql-databases,E,high,high,intermediate,sql-databases,sql-fundamentals,SQL vs NoSQL: When to Use Each,content/java-backend-intermediate/sql-databases/sql-fundamentals/complete-qa.json,legacy
acid-properties-transactions,A,medium,high,intermediate,sql-databases,transactions-and-acid,"ACID Properties — Atomicity, Consistency, Isolation, Durability",content/java-backend-intermediate/sql-databases/transactions-and-acid/complete-qa.json,legacy
innodb-locking-row-gap-next-key,A,medium,high,intermediate,sql-databases,transactions-and-acid,"InnoDB Locking: Row Lock, Gap Lock, and Next-Key Lock",content/java-backend-intermediate/sql-databases/transactions-and-acid/complete-qa.json,legacy
mysql-transaction-isolation-levels,A,medium,high,intermediate,sql-databases,transactions-and-acid,MySQL Transaction Isolation Levels,content/java-backend-intermediate/sql-databases/transactions-and-acid/complete-qa.json,legacy
optimistic-vs-pessimistic-locking,B,medium,high,intermediate,sql-databases,transactions-and-acid,"Optimistic vs Pessimistic Locking — Patterns, Trade-offs, JPA Implementation",content/java-backend-intermediate/sql-databases/transactions-and-acid/complete-qa.json,legacy
transaction-isolation-levels-sql,A,medium,high,intermediate,sql-databases,transactions-and-acid,Transaction Isolation Levels — Read Uncommitted to Serializable,content/java-backend-intermediate/sql-databases/transactions-and-acid/complete-qa.json,legacy
postgres-backup-recovery-pitr-strategy,A,medium,medium,medium,sql-databases,backup-recovery,Postgres Backup & Recovery Strategy,content/java-backend-intermediate/sql-databases/backup-recovery/complete-qa.json,legacy
postgres-vs-mysql-vs-aurora-vs-cockroach,B,high,medium,medium,sql-databases,comparisons,Postgres vs MySQL vs Aurora vs CockroachDB,content/java-backend-intermediate/sql-databases/comparisons/complete-qa.json,legacy
flyway-vs-liquibase-zero-downtime-schema-changes,A,medium,medium,medium,sql-databases,database-migrations,"Zero-Downtime DB Migrations: Flyway, Liquibase, Expand–Contract",content/java-backend-intermediate/sql-databases/database-migrations/complete-qa.json,legacy
mongodb-atlas-search-vs-elasticsearch,B,high,medium,intermediate,nosql-mongodb,comparisons,MongoDB Atlas Search vs Elasticsearch,content/java-backend-intermediate/nosql-mongodb/elasticsearch-basics/complete-qa.json,legacy
elasticsearch-aggregations,A,medium,medium,intermediate,nosql-mongodb,elasticsearch-basics,Elasticsearch Aggregations: How to Aggregate and Analyze Data,content/java-backend-intermediate/nosql-mongodb/elasticsearch-basics/complete-qa.json,legacy
elasticsearch-analyzers-tokenizers,A,medium,medium,intermediate,nosql-mongodb,elasticsearch-basics,Elasticsearch Analyzers and Tokenizers Explained,content/java-backend-intermediate/nosql-mongodb/elasticsearch-basics/complete-qa.json,legacy
elasticsearch-cluster-nodes-shards-replicas,A,medium,medium,intermediate,nosql-mongodb,elasticsearch-basics,"Elasticsearch Cluster Architecture: Nodes, Shards, and Replicas",content/java-backend-intermediate/nosql-mongodb/elasticsearch-basics/complete-qa.json,legacy
elasticsearch-sync-primary-database,A,medium,medium,intermediate,nosql-mongodb,elasticsearch-basics,Keeping Elasticsearch in Sync with the Primary Database,content/java-backend-intermediate/nosql-mongodb/elasticsearch-basics/complete-qa.json,legacy
inverted-index-full-text-search,A,medium,medium,intermediate,nosql-mongodb,elasticsearch-basics,Inverted Index: The Foundation of Full-Text Search,content/java-backend-intermediate/nosql-mongodb/elasticsearch-basics/complete-qa.json,legacy
mongodb-atlas-search-vs-elasticsearch,B,medium,medium,intermediate,nosql-mongodb,elasticsearch-basics,MongoDB Atlas Search vs Elasticsearch,content/java-backend-intermediate/nosql-mongodb/elasticsearch-basics/complete-qa.json,legacy
postgresql-full-text-search,A,medium,medium,intermediate,postgresql,postgresql-features,"PostgreSQL Full-Text Search — tsvector, tsquery, GIN, Ranking",content/java-backend-intermediate/postgresql/postgresql-features/complete-qa.json,legacy
many-to-many-relationship-modeling,A,medium,medium,intermediate,sql-databases,sql-fundamentals,Modeling Many-to-Many Relationships in Databases,content/java-backend-intermediate/sql-databases/sql-fundamentals/complete-qa.json,legacy
redis-vs-memcached,B,medium,,easy,redis-caching,scenario-based,Redis vs Memcached: Choosing the Right Cache,content/java-backend-intermediate/redis-caching/scenario-based/complete-qa.json,legacy
cache-invalidation-strategies,A,medium,,medium,redis-caching,cache-invalidation,Cache Invalidation Strategies in Spring Boot with Redis,content/java-backend-intermediate/redis-caching/cache-invalidation/complete-qa.json,legacy
cache-strategies-comparison,B,medium,,medium,redis-caching,caching-strategies,Cache-Aside vs Write-Through vs Write-Behind Caching Strategies,content/java-backend-intermediate/redis-caching/caching-strategies/complete-qa.json,legacy
caffeine-cache-spring-boot-configuration-policies,A,medium,,medium,redis-caching,caffeine-cache,"Caffeine Cache: Configuration, Policies, Stats",content/java-backend-intermediate/redis-caching/caffeine-cache/complete-qa.json,legacy
redis-vs-memcached-vs-caffeine-vs-hazelcast,B,high,,medium,redis-caching,comparisons,Redis vs Memcached vs Caffeine vs Hazelcast,content/java-backend-intermediate/redis-caching/comparisons/complete-qa.json,legacy
redis-memory-optimization,A,medium,,medium,redis-caching,performance-optimization,Redis Memory Optimization: Eviction Policies and maxmemory Configuration,content/java-backend-intermediate/redis-caching/performance-optimization/complete-qa.json,legacy
redis-cluster-vs-sentinel,B,medium,,medium,redis-caching,redis-advanced,Redis Cluster vs Redis Sentinel: High Availability and Horizontal Scaling,content/java-backend-intermediate/redis-caching/redis-advanced/complete-qa.json,legacy
redis-data-structures-overview,A,medium,,medium,redis-caching,redis-data-structures,"Redis Data Structures: String, Hash, List, Set, ZSet, and Stream",content/java-backend-intermediate/redis-caching/redis-data-structures/complete-qa.json,legacy
redis-persistence-rdb-vs-aof,B,medium,,medium,redis-caching,redis-persistence,Redis Persistence: RDB vs AOF,content/java-backend-intermediate/redis-caching/redis-persistence/complete-qa.json,legacy
redis-pubsub-vs-kafka,B,medium,,medium,redis-caching,scenario-based,Redis Pub/Sub vs Apache Kafka,content/java-backend-intermediate/redis-caching/scenario-based/complete-qa.json,legacy
spring-cache-abstraction-redis,A,medium,,medium,redis-caching,spring-data-redis,"Spring Cache Abstraction with Redis (@Cacheable, @CacheEvict)",content/java-backend-intermediate/redis-caching/spring-data-redis/complete-qa.json,legacy
spring-session-redis,A,medium,,medium,redis-caching,spring-data-redis,Spring Session + Redis for Distributed Session Storage,content/java-backend-intermediate/redis-caching/spring-data-redis/complete-qa.json,legacy
cache-stampede-thundering-herd,A,medium,,hard,redis-caching,cache-patterns,Cache Stampede (Thundering Herd) Problem and Solutions,content/java-backend-intermediate/redis-caching/cache-patterns/complete-qa.json,legacy
distributed-locking-redisson,A,medium,,hard,redis-caching,distributed-caching,Distributed Locking with Redisson in Spring Boot,content/java-backend-intermediate/redis-caching/distributed-caching/complete-qa.json,legacy
rate-limiting-redis,A,medium,,hard,redis-caching,redis-advanced,Rate Limiting with Redis: INCR+EXPIRE and Sliding Window,content/java-backend-intermediate/redis-caching/redis-advanced/complete-qa.json,legacy
redis-lua-pipelining-transactions,A,medium,,intermediate,redis-caching,redis-advanced,"Redis Atomicity Toolkit: Lua Scripts, Pipelining, and MULTI/EXEC",content/java-backend-intermediate/redis-caching/redis-advanced/complete-qa.json,legacy
