slug,archetype,confidence,importance,difficulty,module,topic,title,file,status
spring-batch-job-parameters-restart-failed-jobs,A,medium,high,medium,spring-batch,job-and-step-structure,Spring Batch Job Parameters and Restarting Failed Jobs,content/java-backend-intermediate/spring-batch/job-and-step-structure/complete-qa.json,legacy
spring-batch-quartz-scheduling-clustered,A,medium,high,medium,spring-batch,job-scheduling-with-quartz,Scheduling Spring Batch Jobs with Quartz (Clustered),content/java-backend-intermediate/spring-batch/job-scheduling-with-quartz/complete-qa.json,legacy
spring-scheduled-tasks-fixed-rate-cron-distributed,B,medium,high,medium,spring-batch,scheduled-tasks,"Spring @Scheduled — fixedRate vs fixedDelay vs cron, plus Clustered Patterns",content/java-backend-intermediate/spring-batch/scheduled-tasks/complete-qa.json,legacy
actuator-custom-endpoint-and-prometheus-exposition,A,medium,high,medium,spring-boot,actuator,Custom Actuator Endpoint and Prometheus Exposition,content/java-backend-intermediate/spring-boot/actuator/complete-qa.json,legacy
spring-boot-actuator-endpoints-security,A,medium,high,medium,spring-boot,actuator,Spring Boot Actuator — Endpoints and Security,content/java-backend-intermediate/spring-boot/actuator/complete-qa.json,legacy
tomcat-vs-jetty-vs-undertow-when-to-switch,B,medium,high,medium,spring-boot,embedded-servers,Tomcat vs Jetty vs Undertow — When to Switch,content/java-backend-intermediate/spring-boot/embedded-servers/complete-qa.json,legacy
connection-timeout,A,medium,high,medium,spring-boot,profiles-and-properties,Connection and Read Timeouts for Embedded Servers,content/java-backend-intermediate/spring-boot/profiles-and-properties/complete-qa.json,legacy
hikari-pool-config,A,medium,high,medium,spring-boot,profiles-and-properties,HikariCP Connection Pool Configuration and Tuning,content/java-backend-intermediate/spring-boot/profiles-and-properties/complete-qa.json,legacy
jpa-properties,A,medium,high,medium,spring-boot,profiles-and-properties,Important JPA and Hibernate Properties in Spring Boot,content/java-backend-intermediate/spring-boot/profiles-and-properties/complete-qa.json,legacy
max-threads,A,medium,high,medium,spring-boot,profiles-and-properties,Tomcat Thread Pool Configuration in Spring Boot,content/java-backend-intermediate/spring-boot/profiles-and-properties/complete-qa.json,legacy
spring-boot-starters-explained-custom-starter,A,medium,high,medium,spring-boot,starters,Spring Boot Starters: What They Do and How to Build One,content/java-backend-intermediate/spring-boot/starters/complete-qa.json,legacy
testcontainers-with-springboottest-integration-pattern,A,medium,high,medium,spring-boot,testing,Testcontainers with @SpringBootTest — The Integration Pattern,content/java-backend-intermediate/spring-boot/testing/complete-qa.json,legacy
jpa-hibernate-batch-insert-update-best-practices,A,medium,high,medium,spring-data-jpa,batch-processing,"JPA Batch Processing — Inserts, Updates, StatelessSession, COPY",content/java-backend-intermediate/spring-data-jpa/batch-processing/complete-qa.json,legacy
jpa-vs-jdbc-vs-mybatis-vs-jooq-data-access,B,high,high,medium,spring-data-jpa,comparisons,Data Access — JPA vs JDBC vs MyBatis vs jOOQ,content/java-backend-intermediate/spring-data-jpa/comparisons/complete-qa.json,legacy
reactive-backpressure-strategies-practical,A,medium,high,medium,spring-webflux,backpressure,Reactor Backpressure — Strategies and Practical Handling,content/java-backend-intermediate/spring-webflux/backpressure/complete-qa.json,legacy
spring-mvc-vs-webflux-vs-virtual-threads,B,high,high,medium,spring-webflux,comparisons,Spring MVC vs WebFlux vs MVC + Virtual Threads — 2026 Decision Guide,content/java-backend-intermediate/spring-webflux/comparisons/complete-qa.json,legacy
reactive-retry-timeout-circuit-breaker-patterns,A,medium,high,medium,spring-webflux,error-handling-reactive,"Reactive Resilience — Retry, Timeout, Circuit Breaker, Bulkhead",content/java-backend-intermediate/spring-webflux/error-handling-reactive/complete-qa.json,legacy
r2dbc-reactive-data-spring-boot,A,medium,high,medium,spring-webflux,r2dbc-reactive-data,R2DBC — Reactive Relational Data Access with Spring,content/java-backend-intermediate/spring-webflux/r2dbc-reactive-data/complete-qa.json,legacy
r2dbc-vs-jdbc-comparison,B,medium,high,medium,spring-webflux,r2dbc-reactive-data,R2DBC vs JDBC — Reactive vs Blocking Database Access,content/java-backend-intermediate/spring-webflux/r2dbc-reactive-data/complete-qa.json,legacy
reactive-programming-fundamentals-backpressure,A,medium,high,medium,spring-webflux,reactive-programming-basics,"Reactive Programming — Fundamentals, Backpressure, and When It Helps",content/java-backend-intermediate/spring-webflux/reactive-programming-basics/complete-qa.json,legacy
reactive-vs-imperative-mental-model,B,medium,high,medium,spring-webflux,reactive-programming-basics,Imperative vs Reactive — The Mental Model Shift,content/java-backend-intermediate/spring-webflux/reactive-programming-basics/complete-qa.json,legacy
spring-webflux-setup-controllers-functional,A,medium,high,medium,spring-webflux,spring-webflux-setup,"Spring WebFlux Setup — Controllers, Functional Routing, WebClient",content/java-backend-intermediate/spring-webflux/spring-webflux-setup/complete-qa.json,legacy
webflux-vs-mvc-stack-choice,B,medium,high,medium,spring-webflux,spring-webflux-setup,WebFlux vs MVC Stack Choice — Thread-per-Request vs Event Loop,content/java-backend-intermediate/spring-webflux/spring-webflux-setup/complete-qa.json,legacy
stepverifier-virtual-time-testing,A,medium,high,medium,spring-webflux,testing-reactive,StepVerifier Virtual Time — Testing Delay-Based Operators,content/java-backend-intermediate/spring-webflux/testing-reactive/complete-qa.json,legacy
testing-reactive-stepverifier-webtestclient,A,medium,high,medium,spring-webflux,testing-reactive,"Testing Reactive Code — StepVerifier, WebTestClient, BlockHound",content/java-backend-intermediate/spring-webflux/testing-reactive/complete-qa.json,legacy
retry-vs-skip-policy-design,B,medium,high,hard,spring-batch,batch-error-handling,Designing Retry vs Skip Policy in Production,content/java-backend-intermediate/spring-batch/batch-error-handling/complete-qa.json,legacy
chunk-size-tuning-and-skip-policy,A,medium,high,hard,spring-batch,chunk-processing,Chunk Size Tuning and Custom SkipPolicy Design,content/java-backend-intermediate/spring-batch/chunk-processing/complete-qa.json,legacy
job-flow-control-decision-and-split,A,medium,high,hard,spring-batch,job-and-step-structure,"Spring Batch Job Flow — Conditional Transitions, Deciders, and Splits",content/java-backend-intermediate/spring-batch/job-and-step-structure/complete-qa.json,legacy
spring-batch-partitioning-parallel-strategies,A,medium,high,hard,spring-batch,partitioning-and-parallel-steps,"Spring Batch Parallelism: Multi-Threaded, Async, Partitioning",content/java-backend-intermediate/spring-batch/partitioning-and-parallel-steps/complete-qa.json,legacy
jwt-vs-session-vs-oauth2-vs-saml-authentication,B,high,high,hard,spring-security,comparisons,Authentication Strategies: JWT vs Session vs OAuth2 vs SAML,content/java-backend-intermediate/spring-security/comparisons/complete-qa.json,legacy
saml-vs-oidc-decision-and-spring-saml2-relyingparty,B,medium,high,hard,spring-security,sso-and-saml,SAML vs OIDC Decision and Spring Security saml2 RelyingPartyRegistration,content/java-backend-intermediate/spring-security/sso-and-saml/complete-qa.json,legacy
sso-saml-oidc-enterprise-integration,A,medium,high,hard,spring-security,sso-and-saml,Enterprise SSO: SAML 2.0 and OIDC Integration,content/java-backend-intermediate/spring-security/sso-and-saml/complete-qa.json,legacy
custom-auto-configuration-spring-factories,A,medium,high,intermediate,spring-boot,auto-configuration,Custom Auto-Configuration (spring.factories / AutoConfiguration.imports),content/java-backend-intermediate/spring-boot/auto-configuration/complete-qa.json,legacy
spring-boot-application-annotation,A,medium,high,intermediate,spring-boot,auto-configuration,@SpringBootApplication — What It Combines,content/java-backend-intermediate/spring-boot/auto-configuration/complete-qa.json,legacy
spring-boot-auto-configuration-internals,C,high,high,intermediate,spring-boot,auto-configuration,Spring Boot Auto-Configuration — How It Works Internally,content/java-backend-intermediate/spring-boot/auto-configuration/complete-qa.json,legacy
spring-boot-startup-customization,A,medium,high,intermediate,spring-boot,auto-configuration,"Customizing Spring Boot Startup — Banner, Listeners, and FailureAnalyzer",content/java-backend-intermediate/spring-boot/auto-configuration/complete-qa.json,legacy
spring-boot-startup-sequence,A,medium,high,intermediate,spring-boot,auto-configuration,Spring Boot Startup Sequence (SpringApplication.run Phases),content/java-backend-intermediate/spring-boot/auto-configuration/complete-qa.json,legacy
spring-boot-vs-spring-cloud,B,high,high,intermediate,spring-boot,comparisons,Spring Boot vs Spring Cloud — What's the Difference?,content/java-backend-intermediate/spring-boot/comparisons/complete-qa.json,legacy
spring-boot-vs-spring-framework-difference,B,high,high,intermediate,spring-boot,comparisons,Spring Framework vs Spring Boot — What's the Difference?,content/java-backend-intermediate/spring-boot/comparisons/complete-qa.json,legacy
application-properties-vs-yml-vs-env-vars,B,medium,high,intermediate,spring-boot,configuration-management,application.properties vs application.yml vs Environment Variables,content/java-backend-intermediate/spring-boot/configuration-management/complete-qa.json,legacy
configuration-properties-vs-value,B,medium,high,intermediate,spring-boot,configuration-management,@ConfigurationProperties vs @Value,content/java-backend-intermediate/spring-boot/configuration-management/complete-qa.json,legacy
spring-boot-logging-configuration,A,medium,high,intermediate,spring-boot,configuration-management,"Spring Boot Logging — Logback Configuration, Log Levels, and Structured Logs",content/java-backend-intermediate/spring-boot/configuration-management/complete-qa.json,legacy
spring-boot-embedded-server-configuration,A,medium,high,intermediate,spring-boot,embedded-servers,"Embedded Server Configuration (Tomcat, Jetty, Undertow)",content/java-backend-intermediate/spring-boot/embedded-servers/complete-qa.json,legacy
async-annotation-spring-boot,D,high,high,intermediate,spring-boot,scenario-based,@Async — Asynchronous Method Execution in Spring Boot,content/java-backend-intermediate/spring-boot/scenario-based/complete-qa.json,legacy
scheduled-annotation-spring-boot,D,high,high,intermediate,spring-boot,scenario-based,@Scheduled — Cron Jobs and Fixed-Rate Tasks in Spring Boot,content/java-backend-intermediate/spring-boot/scenario-based/complete-qa.json,legacy
spring-boot-docker-layered-jars,D,high,high,intermediate,spring-boot,scenario-based,Spring Boot Docker — Building Optimized Images with Layered JARs,content/java-backend-intermediate/spring-boot/scenario-based/complete-qa.json,legacy
spring-boot-testing-slices-context-caching,A,medium,high,intermediate,spring-boot,testing,"Spring Boot Testing: @SpringBootTest, Slices, and Context Caching",content/java-backend-intermediate/spring-boot/testing/complete-qa.json,legacy
global-exception-handling-spring-boot,A,medium,high,intermediate,spring-boot,troubleshooting,Global Exception Handling with @ControllerAdvice and @ExceptionHandler,content/java-backend-intermediate/spring-boot/troubleshooting/complete-qa.json,legacy
spring-boot-graceful-shutdown,A,medium,high,intermediate,spring-boot,troubleshooting,Graceful Shutdown in Spring Boot,content/java-backend-intermediate/spring-boot/troubleshooting/complete-qa.json,legacy
how-spring-aop-works,B,medium,high,intermediate,spring-core,aop,"How Spring AOP Works (Proxy, JDK vs CGLIB)",content/java-backend-intermediate/spring-core/aop/complete-qa.json,legacy
pointcut-expressions-spring-aop,A,medium,high,intermediate,spring-core,aop,Pointcut Expressions — Targeting Methods in Spring AOP,content/java-backend-intermediate/spring-core/aop/complete-qa.json,legacy
circular-dependency-spring,A,medium,high,intermediate,spring-core,bean-lifecycle,Circular Dependencies in Spring — How to Detect and Fix,content/java-backend-intermediate/spring-core/bean-lifecycle/complete-qa.json,legacy
postconstruct-predestroy-spring,A,medium,high,intermediate,spring-core,bean-lifecycle,@PostConstruct and @PreDestroy — Bean Initialization and Destruction Callbacks,content/java-backend-intermediate/spring-core/bean-lifecycle/complete-qa.json,legacy
prototype-in-singleton-problem,A,medium,high,intermediate,spring-core,bean-lifecycle,Prototype Bean in Singleton — The Scoping Trap,content/java-backend-intermediate/spring-core/bean-lifecycle/complete-qa.json,legacy
spring-bean-lifecycle,C,high,high,intermediate,spring-core,bean-lifecycle,Spring Bean Lifecycle,content/java-backend-intermediate/spring-core/bean-lifecycle/complete-qa.json,legacy
spring-bean-scopes,B,medium,high,intermediate,spring-core,bean-lifecycle,Bean Scopes: Singleton vs Prototype vs Request vs Session,content/java-backend-intermediate/spring-core/bean-lifecycle/complete-qa.json,legacy
applicationcontext-vs-beanfactory,B,high,high,intermediate,spring-core,comparisons,ApplicationContext vs BeanFactory — Two Container Interfaces,content/java-backend-intermediate/spring-core/comparisons/complete-qa.json,legacy
autowired-vs-inject-vs-resource,B,high,high,intermediate,spring-core,comparisons,@Autowired vs @Inject vs @Resource — Three Injection Annotations,content/java-backend-intermediate/spring-core/comparisons/complete-qa.json,legacy
bean-scopes-singleton-prototype-request-session,B,high,high,intermediate,spring-core,comparisons,"Spring Bean Scopes: Singleton, Prototype, Request, Session, Application",content/java-backend-intermediate/spring-core/comparisons/complete-qa.json,legacy
component-vs-bean-annotation,B,high,high,intermediate,spring-core,comparisons,@Component vs @Bean — Two Ways to Register Beans,content/java-backend-intermediate/spring-core/comparisons/complete-qa.json,legacy
component-scan-spring,A,medium,high,intermediate,spring-core,custom-components,@ComponentScan — How Spring Discovers Beans,content/java-backend-intermediate/spring-core/custom-components/complete-qa.json,legacy
component-vs-service-vs-repository-vs-controller,B,medium,high,intermediate,spring-core,custom-components,@Component vs @Service vs @Repository vs @Controller,content/java-backend-intermediate/spring-core/custom-components/complete-qa.json,legacy
constructor-vs-field-vs-setter-injection,B,medium,high,intermediate,spring-core,dependency-injection,Constructor Injection vs Field Injection vs Setter Injection,content/java-backend-intermediate/spring-core/dependency-injection/complete-qa.json,legacy
how-autowired-works-internally,A,medium,high,intermediate,spring-core,dependency-injection,How @Autowired Works Internally,content/java-backend-intermediate/spring-core/dependency-injection/complete-qa.json,legacy
qualifier-and-primary-ambiguous-injection,A,medium,high,intermediate,spring-core,dependency-injection,@Qualifier and @Primary — Resolving Ambiguous Injection,content/java-backend-intermediate/spring-core/dependency-injection/complete-qa.json,legacy
spring-ioc-dependency-injection-explained,A,medium,high,intermediate,spring-core,dependency-injection,Inversion of Control (IoC) and Dependency Injection in Spring,content/java-backend-intermediate/spring-core/dependency-injection/complete-qa.json,legacy
spring-profiles-profile-annotation,D,high,high,intermediate,spring-core,scenario-based,"Spring Profiles (@Profile, spring.profiles.active)",content/java-backend-intermediate/spring-core/scenario-based/complete-qa.json,legacy
transactional-propagation-types,D,high,high,intermediate,spring-core,scenario-based,@Transactional — Propagation Types,content/java-backend-intermediate/spring-core/scenario-based/complete-qa.json,legacy
spring-events-eventlistener-applicationeventpublisher,A,medium,high,intermediate,spring-core,spring-events,"Spring Events (@EventListener, ApplicationEventPublisher)",content/java-backend-intermediate/spring-core/spring-events/complete-qa.json,legacy
transactional-event-listener-and-async-events,B,medium,high,advanced,spring-core,spring-events,@TransactionalEventListener vs @Async Event Listeners,content/java-backend-intermediate/spring-core/spring-events/complete-qa.json,legacy
beanfactory-vs-applicationcontext,B,medium,high,intermediate,spring-core,spring-internals,Spring IoC Container: BeanFactory vs ApplicationContext,content/java-backend-intermediate/spring-core/spring-internals/complete-qa.json,legacy
conditional-and-custom-conditions,C,high,high,intermediate,spring-core,spring-internals,@Conditional and Custom Conditions,content/java-backend-intermediate/spring-core/spring-internals/complete-qa.json,legacy
hibernate-caching-l1-l2-query-cache,A,medium,high,intermediate,spring-data-jpa,caching,"Hibernate Caching — L1, L2, and Query Cache",content/java-backend-intermediate/spring-data-jpa/caching/complete-qa.json,legacy
hibernate-second-level-cache-and-query-cache-config,A,medium,high,intermediate,spring-data-jpa,caching,"Configuring L2 + Query Cache — Providers, Regions, and Tuning",content/java-backend-intermediate/spring-data-jpa/caching/complete-qa.json,legacy
pagination-sorting-spring-data,A,medium,high,intermediate,spring-data-jpa,custom-repositories,"Pagination — Pageable, Page, Slice, and Keyset",content/java-backend-intermediate/spring-data-jpa/custom-repositories/complete-qa.json,legacy
spring-data-jpa-repository-methods,A,medium,high,intermediate,spring-data-jpa,custom-repositories,"Spring Data JPA Repository Methods — Derived, JPQL, Native",content/java-backend-intermediate/spring-data-jpa/custom-repositories/complete-qa.json,legacy
spring-data-specifications-dynamic-queries,A,medium,high,intermediate,spring-data-jpa,custom-repositories,Spring Data Specifications for Dynamic Queries,content/java-backend-intermediate/spring-data-jpa/custom-repositories/complete-qa.json,legacy
flyway-liquibase-database-migrations,A,medium,high,intermediate,spring-data-jpa,database-migrations,Database Migrations — Flyway and Liquibase in Spring Boot,content/java-backend-intermediate/spring-data-jpa/database-migrations/complete-qa.json,legacy
flyway-vs-liquibase-decision-and-baseline-strategy,B,medium,high,intermediate,spring-data-jpa,database-migrations,Flyway vs Liquibase — Decision Criteria and Baseline Strategy,content/java-backend-intermediate/spring-data-jpa/database-migrations/complete-qa.json,legacy
hibernate-onetomany-fetch-strategies,A,medium,high,intermediate,spring-data-jpa,entity-relationships,"@OneToMany Fetch Strategies — JOIN, SUBSELECT, SELECT, BatchSize",content/java-backend-intermediate/spring-data-jpa/entity-relationships/complete-qa.json,legacy
jpa-cascade-types-orphan-removal,A,medium,high,intermediate,spring-data-jpa,entity-relationships,JPA Cascade Types and `orphanRemoval` — When to Use Each,content/java-backend-intermediate/spring-data-jpa/entity-relationships/complete-qa.json,legacy
jpa-entity-relationships-onetomany-manytomany,A,medium,high,intermediate,spring-data-jpa,entity-relationships,"JPA Entity Relationships — Owning Side, Inverse Side, Mapping",content/java-backend-intermediate/spring-data-jpa/entity-relationships/complete-qa.json,legacy
hibernate-session-vs-entitymanager,B,medium,high,intermediate,spring-data-jpa,hibernate-internals,Hibernate Session vs JPA EntityManager — Persistence Context Internals,content/java-backend-intermediate/spring-data-jpa/hibernate-internals/complete-qa.json,legacy
hibernate-sql-generation-dirty-checking-flush-modes,C,high,high,intermediate,spring-data-jpa,hibernate-internals,"Hibernate SQL Generation — Dirty Checking, ActionQueue, Flush Modes",content/java-backend-intermediate/spring-data-jpa/hibernate-internals/complete-qa.json,legacy
lazy-initialization-exception-causes-fixes,C,high,high,intermediate,spring-data-jpa,hibernate-internals,LazyInitializationException — Causes and Fixes,content/java-backend-intermediate/spring-data-jpa/hibernate-internals/complete-qa.json,legacy
lazy-vs-eager-loading,B,medium,high,intermediate,spring-data-jpa,hibernate-internals,"LAZY vs EAGER Loading in JPA — Defaults, OSIV, and the Right Fix",content/java-backend-intermediate/spring-data-jpa/hibernate-internals/complete-qa.json,legacy
jpa-entity-lifecycle,C,high,high,intermediate,spring-data-jpa,jpa-fundamentals,JPA Entity Lifecycle States,content/java-backend-intermediate/spring-data-jpa/jpa-fundamentals/complete-qa.json,legacy
jpa-vs-hibernate-difference,B,medium,high,intermediate,spring-data-jpa,jpa-fundamentals,JPA vs Hibernate — Specification vs Implementation,content/java-backend-intermediate/spring-data-jpa/jpa-fundamentals/complete-qa.json,legacy
discriminator-vs-schema-vs-database-multitenancy-implementation,A,medium,high,advanced,spring-data-jpa,multi-tenancy,"Implementing Discriminator, Schema, and Database Multi-Tenancy in Hibernate",content/java-backend-intermediate/spring-data-jpa/multi-tenancy/complete-qa.json,legacy
multi-datasource-spring-boot,A,medium,high,intermediate,spring-data-jpa,multi-tenancy,Multiple DataSources in Spring Boot — Configuration and Routing,content/java-backend-intermediate/spring-data-jpa/multi-tenancy/complete-qa.json,legacy
entity-graph-solving-n-plus-one,D,high,high,intermediate,spring-data-jpa,n-plus-one-problem,Solving N+1 with @EntityGraph,content/java-backend-intermediate/spring-data-jpa/n-plus-one-problem/complete-qa.json,legacy
dto-projections-interface-class-based,A,medium,high,intermediate,spring-data-jpa,query-optimization,DTO Projections in Spring Data JPA,content/java-backend-intermediate/spring-data-jpa/query-optimization/complete-qa.json,legacy
hibernate-criteria-api-vs-jpql-vs-native-sql,B,medium,high,intermediate,spring-data-jpa,query-optimization,Hibernate Criteria API vs JPQL vs Native SQL,content/java-backend-intermediate/spring-data-jpa/query-optimization/complete-qa.json,legacy
modifying-bulk-updates-deletes,A,medium,high,intermediate,spring-data-jpa,query-optimization,@Modifying Bulk Updates and Deletes in Spring Data JPA,content/java-backend-intermediate/spring-data-jpa/query-optimization/complete-qa.json,legacy
audit-logging-created-date-last-modified-date,D,high,high,intermediate,spring-data-jpa,scenario-based,Audit Logging with @CreatedDate and @LastModifiedDate,content/java-backend-intermediate/spring-data-jpa/scenario-based/complete-qa.json,legacy
hikaricp-connection-pooling-spring,D,high,high,intermediate,spring-data-jpa,scenario-based,HikariCP Connection Pool — Configuration and Tuning in Spring Boot,content/java-backend-intermediate/spring-data-jpa/scenario-based/complete-qa.json,legacy
jparepository-vs-crudrepository-vs-pagingandsortingrepository,B,medium,high,intermediate,spring-data-jpa,spring-data-jpa,JpaRepository vs CrudRepository vs PagingAndSortingRepository,content/java-backend-intermediate/spring-data-jpa/spring-data-jpa/complete-qa.json,legacy
optimistic-vs-pessimistic-locking,B,medium,high,intermediate,spring-data-jpa,transactions,Optimistic vs Pessimistic Locking in JPA,content/java-backend-intermediate/sql-databases/transactions-and-acid/complete-qa.json,legacy
password-hashing-bcrypt-vs-argon2,B,medium,high,intermediate,spring-security,authentication,Password Hashing — BCrypt vs Argon2,content/java-backend-intermediate/spring-security/authentication/complete-qa.json,legacy
session-vs-token-based-authentication,B,medium,high,intermediate,spring-security,authentication,Session-Based vs Token-Based Authentication,content/java-backend-intermediate/spring-security/authentication/complete-qa.json,legacy
userdetailsservice-userdetails-custom-implementation,A,medium,high,intermediate,spring-security,authentication,UserDetailsService and UserDetails — Custom Implementation,content/java-backend-intermediate/spring-security/authentication/complete-qa.json,legacy
authentication-vs-authorization-spring-security,B,medium,high,intermediate,spring-security,authorization,Authentication vs Authorization in Spring Security,content/java-backend-intermediate/spring-security/authorization/complete-qa.json,legacy
preauthorize-vs-secured-vs-rolesallowed,B,medium,high,intermediate,spring-security,authorization,@PreAuthorize vs @Secured vs @RolesAllowed,content/java-backend-intermediate/spring-security/authorization/complete-qa.json,legacy
cors-configuration-spring-security,A,medium,high,intermediate,spring-security,cors-and-csrf,CORS Configuration with Spring Security,content/java-backend-intermediate/spring-security/cors-and-csrf/complete-qa.json,legacy
csrf-spring-security-protection,A,medium,high,intermediate,spring-security,cors-and-csrf,CSRF — What It Is and Spring Security CSRF Protection,content/java-backend-intermediate/spring-security/cors-and-csrf/complete-qa.json,legacy
jwt-authentication-spring-security,A,medium,high,intermediate,spring-security,jwt,How to Implement JWT Authentication from Scratch in Spring Security,content/java-backend-intermediate/spring-security/jwt/complete-qa.json,legacy
jwt-security-signing-expiry-refresh,A,medium,high,intermediate,spring-security,jwt,"JWT Security — Signing, Expiry, and Refresh Token Rotation",content/java-backend-intermediate/spring-security/jwt/complete-qa.json,legacy
oauth2-authorization-code-flow,A,medium,high,intermediate,spring-security,oauth2,OAuth2 Authorization Code Flow,content/java-backend-intermediate/spring-security/oauth2/complete-qa.json,legacy
oauth2-resource-server-spring-security,A,medium,high,intermediate,spring-security,oauth2,OAuth2 Resource Server Configuration in Spring Security,content/java-backend-intermediate/spring-security/oauth2/complete-qa.json,legacy
owasp-top-10,D,high,high,intermediate,spring-security,scenario-based,OWASP Top 10 — Critical Web Vulnerabilities,content/java-backend-intermediate/spring-security/scenario-based/complete-qa.json,legacy
rate-limiting-brute-force-prevention,D,high,high,intermediate,spring-security,scenario-based,Rate Limiting to Prevent Brute Force Attacks,content/java-backend-intermediate/spring-security/scenario-based/complete-qa.json,legacy
secrets-management-never-hardcode,D,high,high,intermediate,spring-security,scenario-based,Secrets Management — Never Hardcode Credentials,content/java-backend-intermediate/spring-security/scenario-based/complete-qa.json,legacy
sql-injection-jpa-prevention,D,high,high,intermediate,spring-security,scenario-based,SQL Injection — How It Works and JPA Prevention,content/java-backend-intermediate/spring-security/scenario-based/complete-qa.json,legacy
xss-stored-reflected-dom,B,medium,high,intermediate,spring-security,scenario-based,XSS — Stored vs Reflected vs DOM-Based,content/java-backend-intermediate/spring-security/scenario-based/complete-qa.json,legacy
securityfilterchain-modern-config-vs-websecurityconfigureradapter-migration,A,medium,high,intermediate,spring-security,security-configuration,WebSecurityConfigurerAdapter to SecurityFilterChain Migration (Spring Security 6),content/java-backend-intermediate/spring-security/security-configuration/complete-qa.json,legacy
spring-security-filter-chain-configuration,A,medium,high,intermediate,spring-security,security-configuration,Spring Security Filter Chain and SecurityFilterChain Configuration,content/java-backend-intermediate/spring-security/security-configuration/complete-qa.json,legacy
security-context-security-context-holder,A,medium,high,intermediate,spring-security,security-fundamentals,SecurityContext and SecurityContextHolder — How They Work,content/java-backend-intermediate/spring-security/security-fundamentals/complete-qa.json,legacy
spring-security-filter-chain,A,medium,high,intermediate,spring-security,security-fundamentals,Spring Security Filter Chain — How Requests Flow Through,content/java-backend-intermediate/spring-security/security-fundamentals/complete-qa.json,legacy
mockmvc-with-springsecurity-and-method-security-testing,A,medium,high,intermediate,spring-security,testing,MockMvc with Spring Security: End-to-End and Method Security Testing,content/java-backend-intermediate/spring-security/testing/complete-qa.json,legacy
testing-with-withmockuser-security-mock-mvc,A,medium,high,intermediate,spring-security,testing,Testing with @WithMockUser and SecurityMockMvcRequestPostProcessors,content/java-backend-intermediate/spring-security/testing/complete-qa.json,legacy
context-path,A,medium,medium,easy,spring-boot,profiles-and-properties,Configuring the Application Context Path in Spring Boot,content/java-backend-intermediate/spring-boot/profiles-and-properties/complete-qa.json,legacy
show-sql,A,medium,medium,easy,spring-boot,profiles-and-properties,Enabling SQL Query Logging in Spring Boot,content/java-backend-intermediate/spring-boot/profiles-and-properties/complete-qa.json,legacy
spring-batch-vs-spring-integration,E,high,medium,medium,spring-batch,comparisons,Spring Batch vs Spring Integration — When to Use Each,content/java-backend-intermediate/spring-batch/comparisons/complete-qa.json,legacy
max-connections,A,medium,medium,medium,spring-boot,profiles-and-properties,Configuring Maximum Server Connections in Spring Boot,content/java-backend-intermediate/spring-boot/profiles-and-properties/complete-qa.json,legacy
